order_id,user_id,order_date,channel,order_value_usd
ORD-10911,USR-2151,2026-01-16,Organic Search,58.99
ORD-10912,USR-1502,2026-01-17,Meta Ads,93.97
ORD-10913,USR-1861,2026-03-26,TikTok Ads,77.59
ORD-10914,USR-1447,2026-03-10,Meta Ads,51.23
ORD-10915,USR-1708,2026-04-15,Google Ads,105.52
ORD-10916,USR-1611,2026-03-07,Meta Ads,68.86
ORD-10917,USR-1156,2026-01-22,Organic Search,27.64
ORD-10918,USR-1326,2026-04-20,Organic Search,112.52
ORD-10919,USR-2155,2026-04-07,TikTok Ads,68.8
ORD-10920,USR-1058,2026-03-23,Meta Ads,80.24
ORD-10921,USR-2462,2026-01-28,Meta Ads,18.74
ORD-10922,USR-1801,2026-03-11,Meta Ads,20.65
ORD-10923,USR-1624,2026-04-16,Meta Ads,56.14
ORD-10924,USR-1112,2026-01-18,Google Ads,61.64
ORD-10925,USR-1976,2026-02-08,Organic Search,105.45
ORD-10926,USR-1761,2026-05-31,TikTok Ads,71.17
ORD-10927,USR-1145,2026-03-08,Organic Search,118.62
ORD-10928,USR-1192,2026-02-09,Meta Ads,108.08
ORD-10929,USR-1362,2026-02-18,Organic Search,43.04
ORD-10930,USR-2454,2026-03-19,Organic Search,57.37
ORD-10931,USR-2221,2026-06-28,Meta Ads,50.42
ORD-10932,USR-2088,2026-06-04,Meta Ads,114.9
ORD-10933,USR-2454,2026-04-23,Meta Ads,34.42
ORD-10934,USR-1610,2026-03-04,Meta Ads,53.14
ORD-10935,USR-1125,2026-01-22,Direct,66.76
ORD-10936,USR-2181,2026-06-18,Google Ads,21.32
ORD-10937,USR-1397,2026-05-02,Meta Ads,85.77
ORD-10938,USR-1568,2026-04-20,Organic Search,22.41
ORD-10939,USR-1896,2026-02-04,TikTok Ads,101.23
ORD-10940,USR-1896,2026-06-14,Meta Ads,40.93
ORD-10941,USR-1060,2026-01-16,Meta Ads,65.7
ORD-10942,USR-1064,2026-01-26,Google Ads,102.82
ORD-10943,USR-1534,2026-06-20,Meta Ads,117.98
ORD-10944,USR-2185,2026-03-12,Google Ads,54.59
ORD-10945,USR-1607,2026-03-19,Google Ads,87.58
ORD-10946,USR-2104,2026-01-10,Meta Ads,67.85
ORD-10947,USR-1872,2026-03-11,TikTok Ads,82.78
ORD-10948,USR-1901,2026-02-27,Meta Ads,58.42
ORD-10949,USR-1460,2026-01-23,Direct,115.34
ORD-10950,USR-2120,2026-02-13,Direct,19.53
ORD-10951,USR-2242,2026-04-19,Organic Search,114.52
ORD-10952,USR-1847,2026-03-02,Google Ads,118.03
ORD-10953,USR-2177,2026-04-29,Google Ads,95.64
ORD-10954,USR-1545,2026-03-08,Meta Ads,62.28
ORD-10955,USR-1514,2026-06-18,Organic Search,101.72
ORD-10956,USR-1616,2026-01-31,Organic Search,50.15
ORD-10957,USR-1517,2026-01-14,TikTok Ads,52.38
ORD-10958,USR-1669,2026-03-12,Organic Search,100.51
ORD-10959,USR-2120,2026-05-06,Meta Ads,35.65
ORD-10960,USR-1055,2026-06-19,Google Ads,76.58
ORD-10961,USR-1666,2026-02-01,Google Ads,89.83
ORD-10962,USR-1497,2026-03-05,Google Ads,64.61
ORD-10963,USR-2222,2026-05-07,Meta Ads,58.38
ORD-10964,USR-1446,2026-03-30,TikTok Ads,75.46
ORD-10965,USR-1175,2026-03-15,TikTok Ads,40.28
ORD-10966,USR-1343,2026-06-15,Meta Ads,30.45
ORD-10967,USR-1727,2026-04-30,Google Ads,110.64
ORD-10968,USR-2341,2026-05-10,Google Ads,100.29
ORD-10969,USR-1116,2026-03-09,Direct,74.89
ORD-10970,USR-2364,2026-04-04,Meta Ads,72.4
ORD-10971,USR-1912,2026-06-06,Google Ads,35.52
ORD-10972,USR-1072,2026-04-11,Google Ads,108.47
ORD-10973,USR-2361,2026-06-06,Meta Ads,67.71
ORD-10974,USR-1106,2026-04-30,Google Ads,20.72
ORD-10975,USR-1987,2026-03-20,Google Ads,38.83
ORD-10976,USR-1537,2026-01-19,Meta Ads,59.5
ORD-10977,USR-2456,2026-06-03,Meta Ads,61.71
ORD-10978,USR-1809,2026-05-11,Google Ads,73.12
ORD-10979,USR-1830,2026-06-10,Google Ads,91.14
ORD-10980,USR-2378,2026-02-18,Organic Search,118.51
ORD-10981,USR-2069,2026-04-10,Direct,92.87
ORD-10982,USR-1821,2026-05-24,Meta Ads,56.48
ORD-10983,USR-2141,2026-02-18,Meta Ads,85.74
ORD-10984,USR-2157,2026-06-06,Google Ads,81.65
ORD-10985,USR-2357,2026-03-21,TikTok Ads,72.3
ORD-10986,USR-2184,2026-03-31,Google Ads,93.6
ORD-10987,USR-1962,2026-02-14,Google Ads,116.56
ORD-10988,USR-1397,2026-06-03,Direct,99.59
ORD-10989,USR-1555,2026-02-18,Organic Search,71.24
ORD-10990,USR-1609,2026-03-19,Meta Ads,85.01
ORD-10991,USR-1995,2026-05-29,Meta Ads,20.65
ORD-10992,USR-1790,2026-03-28,Meta Ads,55.71
ORD-10993,USR-1595,2026-02-17,Google Ads,104.98
ORD-10994,USR-2291,2026-02-15,TikTok Ads,88.59
ORD-10995,USR-2362,2026-04-10,Google Ads,50.87
ORD-10996,USR-2379,2026-05-14,Google Ads,27.54
ORD-10997,USR-2269,2026-01-12,Organic Search,77.72
ORD-10998,USR-1479,2026-02-20,Meta Ads,104.73
ORD-10999,USR-1564,2026-01-06,Meta Ads,24.25
ORD-11000,USR-2092,2026-02-17,Google Ads,34.09
ORD-11001,USR-1534,2026-05-11,Meta Ads,97.85
ORD-11002,USR-1092,2026-01-09,TikTok Ads,45.08
ORD-11003,USR-2172,2026-06-03,Meta Ads,102.84
ORD-11004,USR-1471,2026-06-15,Organic Search,92.57
ORD-11005,USR-2037,2026-04-29,Direct,88.1
ORD-11006,USR-2261,2026-02-07,Google Ads,70.88
ORD-11007,USR-1962,2026-01-10,TikTok Ads,46.79
ORD-11008,USR-1870,2026-04-25,Google Ads,78.06
ORD-11009,USR-2108,2026-05-21,TikTok Ads,79.81
ORD-11010,USR-1018,2026-05-12,Google Ads,111.87
ORD-11011,USR-1773,2026-03-22,TikTok Ads,35.16
ORD-11012,USR-2464,2026-02-20,Google Ads,78.26
ORD-11013,USR-1635,2026-03-14,Google Ads,69.53
ORD-11014,USR-2135,2026-01-10,Organic Search,34.51
ORD-11015,USR-1751,2026-04-16,Google Ads,60.96
ORD-11016,USR-2329,2026-03-27,Google Ads,22.32
ORD-11017,USR-1134,2026-01-20,Direct,45.23
ORD-11018,USR-2269,2026-06-03,TikTok Ads,105.56
ORD-11019,USR-2398,2026-03-27,Meta Ads,19.3
ORD-11020,USR-1241,2026-05-14,Google Ads,21.63
ORD-11021,USR-1711,2026-02-20,Meta Ads,50.41
ORD-11022,USR-2405,2026-03-11,TikTok Ads,63.05
ORD-11023,USR-1731,2026-02-02,Google Ads,26.15
ORD-11024,USR-2321,2026-04-06,Organic Search,35.47
ORD-11025,USR-1543,2026-04-20,Organic Search,118.02
ORD-11026,USR-1737,2026-01-25,Meta Ads,57.24
ORD-11027,USR-1575,2026-05-06,Google Ads,72.49
ORD-11028,USR-1529,2026-02-02,Organic Search,25.56
ORD-11029,USR-1881,2026-03-25,Google Ads,51.35
ORD-11030,USR-1087,2026-05-26,Meta Ads,79.81
ORD-11031,USR-1905,2026-01-30,Google Ads,57.45
ORD-11032,USR-2209,2026-06-26,Direct,74.29
ORD-11033,USR-2065,2026-06-10,TikTok Ads,81.23
ORD-11034,USR-2302,2026-04-04,Google Ads,42.85
ORD-11035,USR-1545,2026-03-06,Meta Ads,20.9
ORD-11036,USR-1111,2026-05-16,Meta Ads,79.09
ORD-11037,USR-2362,2026-06-07,Meta Ads,51.04
ORD-11038,USR-1697,2026-03-31,Google Ads,69.05
ORD-11039,USR-2131,2026-03-17,Organic Search,116.19
ORD-11040,USR-1971,2026-03-18,Organic Search,23.37
ORD-11041,USR-2111,2026-05-15,Direct,51.32
ORD-11042,USR-2211,2026-05-31,Google Ads,99.21
ORD-11043,USR-2482,2026-01-15,Organic Search,109.42
ORD-11044,USR-1365,2026-03-18,Meta Ads,47.52
ORD-11045,USR-2063,2026-04-16,Google Ads,57.25
ORD-11046,USR-1709,2026-04-09,Meta Ads,64.79
ORD-11047,USR-1956,2026-01-11,TikTok Ads,19.24
ORD-11048,USR-1236,2026-03-26,Google Ads,61.5
ORD-11049,USR-1634,2026-06-17,Meta Ads,36.37
ORD-11050,USR-1670,2026-03-09,Organic Search,17.21
ORD-11051,USR-1356,2026-06-02,Meta Ads,46.69
ORD-11052,USR-1523,2026-04-07,Meta Ads,57.32
ORD-11053,USR-1196,2026-01-28,Organic Search,117.58
ORD-11054,USR-2388,2026-03-18,Google Ads,86.04
ORD-11055,USR-1421,2026-03-19,Meta Ads,43.93
ORD-11056,USR-2128,2026-02-02,Meta Ads,95.36
ORD-11057,USR-1376,2026-02-20,Meta Ads,39.74
ORD-11058,USR-1181,2026-05-23,Meta Ads,44.69
ORD-11059,USR-1862,2026-05-20,Direct,82.49
ORD-11060,USR-1971,2026-02-05,Direct,40.1
ORD-11061,USR-1572,2026-04-11,Google Ads,104.3
ORD-11062,USR-2086,2026-06-20,Direct,83.63
ORD-11063,USR-2448,2026-04-15,Google Ads,29.0
ORD-11064,USR-1681,2026-06-27,TikTok Ads,112.05
ORD-11065,USR-1745,2026-04-26,Meta Ads,53.78
ORD-11066,USR-1367,2026-04-06,Google Ads,115.16
ORD-11067,USR-2193,2026-03-29,Google Ads,85.77
ORD-11068,USR-1293,2026-03-31,Google Ads,98.54
ORD-11069,USR-1968,2026-05-12,TikTok Ads,76.46
ORD-11070,USR-1246,2026-05-10,Direct,98.73
ORD-11071,USR-1559,2026-06-08,TikTok Ads,59.18
ORD-11072,USR-1688,2026-04-08,Organic Search,90.31
ORD-11073,USR-2484,2026-03-21,Google Ads,105.76
ORD-11074,USR-2237,2026-06-07,Direct,87.36
ORD-11075,USR-1502,2026-04-24,Organic Search,59.82
ORD-11076,USR-1707,2026-03-17,Google Ads,107.16
ORD-11077,USR-2269,2026-06-08,Meta Ads,73.56
ORD-11078,USR-1164,2026-05-31,Direct,57.18
ORD-11079,USR-1332,2026-05-25,Google Ads,83.34
ORD-11080,USR-1061,2026-02-14,Meta Ads,68.88
ORD-11081,USR-2323,2026-02-21,Direct,38.89
ORD-11082,USR-1545,2026-06-21,Meta Ads,101.16
ORD-11083,USR-1041,2026-02-24,Direct,49.57
ORD-11084,USR-2381,2026-05-02,Google Ads,51.95
ORD-11085,USR-1391,2026-05-08,Meta Ads,28.09
ORD-11086,USR-1084,2026-04-23,Meta Ads,95.42
ORD-11087,USR-1068,2026-02-18,Meta Ads,17.04
ORD-11088,USR-2468,2026-03-03,Google Ads,113.26
ORD-11089,USR-2329,2026-06-20,Meta Ads,16.1
ORD-11090,USR-1445,2026-03-19,TikTok Ads,60.45
ORD-11091,USR-2289,2026-06-26,Direct,68.51
ORD-11092,USR-1218,2026-02-26,Organic Search,79.58
ORD-11093,USR-2261,2026-05-07,Meta Ads,68.44
ORD-11094,USR-1024,2026-05-28,Google Ads,115.68
ORD-11095,USR-2080,2026-04-30,Google Ads,44.3
ORD-11096,USR-1236,2026-05-08,TikTok Ads,20.77
ORD-11097,USR-1551,2026-01-21,Google Ads,31.22
ORD-11098,USR-1054,2026-05-07,Google Ads,22.81
ORD-11099,USR-2207,2026-06-21,Meta Ads,116.49
ORD-11100,USR-1200,2026-04-25,Meta Ads,15.65
ORD-11101,USR-1503,2026-03-07,Direct,24.59
ORD-11102,USR-1787,2026-02-11,Direct,97.76
ORD-11103,USR-1574,2026-01-27,Meta Ads,87.28
ORD-11104,USR-1422,2026-01-19,TikTok Ads,106.05
ORD-11105,USR-1423,2026-03-22,Organic Search,32.76
ORD-11106,USR-1203,2026-06-02,Organic Search,103.73
ORD-11107,USR-1306,2026-01-29,Meta Ads,25.89
ORD-11108,USR-2080,2026-03-10,Google Ads,85.14
ORD-11109,USR-2302,2026-01-17,Organic Search,55.37
ORD-11110,USR-2288,2026-03-20,Meta Ads,97.09
ORD-11111,USR-1418,2026-06-01,Meta Ads,75.53
ORD-11112,USR-2344,2026-04-19,Organic Search,34.69
ORD-11113,USR-2070,2026-04-19,Google Ads,30.07
ORD-11114,USR-1891,2026-04-06,TikTok Ads,68.85
ORD-11115,USR-2050,2026-04-22,Direct,89.23
ORD-11116,USR-2105,2026-06-16,Organic Search,106.14
ORD-11117,USR-2185,2026-02-23,Direct,54.06
ORD-11118,USR-1510,2026-05-26,Meta Ads,76.03
ORD-11119,USR-1388,2026-06-28,Direct,68.97
ORD-11120,USR-2491,2026-06-07,Organic Search,48.91
ORD-11121,USR-1234,2026-06-05,Meta Ads,33.17
ORD-11122,USR-1403,2026-06-08,Meta Ads,39.18
ORD-11123,USR-1087,2026-02-24,Meta Ads,29.59
ORD-11124,USR-1139,2026-05-15,Meta Ads,114.59
ORD-11125,USR-2381,2026-04-18,Meta Ads,95.2
ORD-11126,USR-1585,2026-04-13,Google Ads,69.86
ORD-11127,USR-2219,2026-04-18,Direct,57.54
ORD-11128,USR-2275,2026-02-10,TikTok Ads,54.99
ORD-11129,USR-1044,2026-04-29,Meta Ads,92.66
ORD-11130,USR-2101,2026-05-06,Google Ads,100.55
ORD-11131,USR-1514,2026-04-11,Google Ads,29.05
ORD-11132,USR-1508,2026-03-15,Meta Ads,35.9
ORD-11133,USR-2292,2026-06-25,Meta Ads,72.2
ORD-11134,USR-1599,2026-01-04,Meta Ads,40.07
ORD-11135,USR-1991,2026-05-14,TikTok Ads,88.92
ORD-11136,USR-1151,2026-01-21,Google Ads,115.24
ORD-11137,USR-1868,2026-01-03,Google Ads,22.14
ORD-11138,USR-2079,2026-02-23,Google Ads,68.12
ORD-11139,USR-1813,2026-02-09,Meta Ads,103.71
ORD-11140,USR-2443,2026-06-04,TikTok Ads,47.85
ORD-11141,USR-1769,2026-04-09,TikTok Ads,16.03
ORD-11142,USR-2371,2026-06-29,Meta Ads,87.8
ORD-11143,USR-1438,2026-01-22,Meta Ads,105.53
ORD-11144,USR-1083,2026-05-20,TikTok Ads,104.44
ORD-11145,USR-1692,2026-01-13,Meta Ads,74.74
ORD-11146,USR-1352,2026-01-13,Organic Search,56.66
ORD-11147,USR-1172,2026-04-28,Google Ads,15.22
ORD-11148,USR-1522,2026-04-30,Meta Ads,90.83
ORD-11149,USR-2139,2026-04-27,Google Ads,69.47
ORD-11150,USR-1838,2026-01-31,Meta Ads,46.13
ORD-11151,USR-1415,2026-03-11,Meta Ads,83.51
ORD-11152,USR-1395,2026-06-27,Google Ads,28.99
ORD-11153,USR-1325,2026-05-25,Google Ads,89.3
ORD-11154,USR-2189,2026-04-01,TikTok Ads,99.84
ORD-11155,USR-1368,2026-03-25,Meta Ads,102.6
ORD-11156,USR-2312,2026-06-14,TikTok Ads,63.13
ORD-11157,USR-2189,2026-05-13,Meta Ads,23.95
ORD-11158,USR-1478,2026-02-06,Google Ads,46.14
ORD-11159,USR-1687,2026-03-20,Meta Ads,119.9
ORD-11160,USR-1821,2026-03-28,Meta Ads,76.43
ORD-11161,USR-1349,2026-04-08,Organic Search,85.03
ORD-11162,USR-2115,2026-02-28,Organic Search,106.14
ORD-11163,USR-2212,2026-02-14,TikTok Ads,22.9
ORD-11164,USR-1127,2026-02-27,TikTok Ads,61.71
ORD-11165,USR-1549,2026-02-16,Meta Ads,55.6
ORD-11166,USR-1153,2026-02-22,Organic Search,68.23
ORD-11167,USR-1348,2026-05-27,TikTok Ads,105.11
ORD-11168,USR-1893,2026-06-28,Google Ads,42.67
ORD-11169,USR-1096,2026-03-05,TikTok Ads,119.81
ORD-11170,USR-1734,2026-06-04,Meta Ads,51.52
ORD-11171,USR-2134,2026-03-07,Meta Ads,82.86
ORD-11172,USR-2435,2026-04-09,Google Ads,118.16
ORD-11173,USR-1595,2026-01-25,TikTok Ads,19.19
ORD-11174,USR-1125,2026-02-20,Meta Ads,88.66
ORD-11175,USR-2211,2026-03-10,Organic Search,97.35
ORD-11176,USR-2099,2026-06-08,TikTok Ads,56.79
ORD-11177,USR-1837,2026-03-26,Meta Ads,110.96
ORD-11178,USR-2005,2026-05-11,Google Ads,100.77
ORD-11179,USR-1235,2026-03-31,TikTok Ads,20.99
ORD-11180,USR-1122,2026-01-05,Meta Ads,25.77
ORD-11181,USR-1947,2026-05-24,Google Ads,90.15
ORD-11182,USR-2334,2026-01-13,Google Ads,66.87
ORD-11183,USR-2113,2026-03-07,TikTok Ads,40.69
ORD-11184,USR-1455,2026-04-12,Organic Search,40.53
ORD-11185,USR-1485,2026-04-27,TikTok Ads,25.7
ORD-11186,USR-1852,2026-04-25,TikTok Ads,94.8
ORD-11187,USR-2325,2026-01-20,Google Ads,60.99
ORD-11188,USR-2294,2026-04-03,Google Ads,86.8
ORD-11189,USR-2107,2026-05-18,Google Ads,34.89
ORD-11190,USR-2430,2026-02-06,Meta Ads,56.64
ORD-11191,USR-1411,2026-04-03,Meta Ads,26.5
ORD-11192,USR-1224,2026-06-08,Organic Search,71.84
ORD-11193,USR-1987,2026-04-01,Meta Ads,75.98
ORD-11194,USR-2065,2026-05-13,Organic Search,52.01
ORD-11195,USR-1833,2026-01-27,TikTok Ads,86.0
ORD-11196,USR-1841,2026-04-27,TikTok Ads,68.85
ORD-11197,USR-1066,2026-06-02,Meta Ads,78.24
ORD-11198,USR-1825,2026-02-27,TikTok Ads,88.84
ORD-11199,USR-1661,2026-03-28,Organic Search,93.49
ORD-11200,USR-2235,2026-04-13,Direct,82.25
ORD-11201,USR-1748,2026-05-09,Meta Ads,75.88
ORD-11202,USR-2354,2026-01-03,TikTok Ads,37.86
ORD-11203,USR-1448,2026-02-14,Organic Search,16.54
ORD-11204,USR-1015,2026-02-04,Direct,94.14
ORD-11205,USR-1704,2026-05-24,Google Ads,94.26
ORD-11206,USR-1396,2026-04-25,Organic Search,118.33
ORD-11207,USR-1177,2026-04-13,Organic Search,74.28
ORD-11208,USR-1006,2026-02-28,Google Ads,107.27
ORD-11209,USR-2025,2026-06-10,Meta Ads,110.23
ORD-11210,USR-1497,2026-06-09,Direct,86.82
ORD-11211,USR-2024,2026-02-01,TikTok Ads,64.25
ORD-11212,USR-2333,2026-02-04,Meta Ads,50.25
ORD-11213,USR-2348,2026-03-21,Google Ads,29.85
ORD-11214,USR-2132,2026-01-22,Google Ads,35.7
ORD-11215,USR-1291,2026-04-10,Meta Ads,39.87
ORD-11216,USR-1913,2026-06-27,Meta Ads,71.41
ORD-11217,USR-1038,2026-01-21,Meta Ads,25.79
ORD-11218,USR-2359,2026-03-31,Google Ads,68.6
ORD-11219,USR-1560,2026-03-14,Google Ads,32.18
ORD-11220,USR-2082,2026-06-25,TikTok Ads,86.99
ORD-11221,USR-1946,2026-04-13,Meta Ads,98.85
ORD-11222,USR-2252,2026-02-10,TikTok Ads,100.8
ORD-11223,USR-2414,2026-05-12,TikTok Ads,37.86
ORD-11224,USR-2360,2026-01-12,Meta Ads,25.33
ORD-11225,USR-2092,2026-02-01,Direct,106.85
ORD-11226,USR-1099,2026-05-17,TikTok Ads,106.95
ORD-11227,USR-2137,2026-03-03,Organic Search,90.71
ORD-11228,USR-1681,2026-05-23,Meta Ads,17.95
ORD-11229,USR-1753,2026-04-03,Meta Ads,30.34
ORD-11230,USR-1074,2026-06-21,Organic Search,83.49
ORD-11231,USR-1319,2026-04-24,Google Ads,19.85
ORD-11232,USR-1254,2026-04-16,Organic Search,33.62
ORD-11233,USR-1997,2026-04-22,Direct,23.06
ORD-11234,USR-2115,2026-04-29,TikTok Ads,39.86
ORD-11235,USR-1235,2026-01-08,Google Ads,81.17
ORD-11236,USR-1648,2026-03-10,Direct,21.49
ORD-11237,USR-1541,2026-02-02,Meta Ads,37.39
ORD-11238,USR-1696,2026-01-29,Organic Search,42.37
ORD-11239,USR-1061,2026-05-17,Meta Ads,58.99
ORD-11240,USR-2164,2026-03-09,Google Ads,110.14
ORD-11241,USR-2416,2026-06-12,Organic Search,16.95
ORD-11242,USR-1030,2026-02-10,TikTok Ads,75.98
ORD-11243,USR-1057,2026-05-10,Meta Ads,21.63
ORD-11244,USR-1682,2026-03-15,TikTok Ads,52.88
ORD-11245,USR-2094,2026-06-11,TikTok Ads,28.42
ORD-11246,USR-1396,2026-04-28,Google Ads,18.61
ORD-11247,USR-2221,2026-02-26,Organic Search,98.62
ORD-11248,USR-1449,2026-02-18,Organic Search,41.12
ORD-11249,USR-1596,2026-04-08,Google Ads,80.81
ORD-11250,USR-1277,2026-06-29,Meta Ads,44.1
ORD-11251,USR-1380,2026-04-24,Meta Ads,48.6
ORD-11252,USR-1878,2026-01-08,Organic Search,115.77
ORD-11253,USR-2298,2026-01-20,TikTok Ads,57.71
ORD-11254,USR-1726,2026-05-08,Meta Ads,114.28
ORD-11255,USR-2106,2026-01-26,Google Ads,69.39
ORD-11256,USR-1168,2026-06-19,TikTok Ads,30.28
ORD-11257,USR-1790,2026-04-07,Meta Ads,55.2
ORD-11258,USR-1105,2026-04-06,Meta Ads,80.94
ORD-11259,USR-1533,2026-06-26,Google Ads,92.59
ORD-11260,USR-1790,2026-06-05,TikTok Ads,20.56
ORD-11261,USR-1797,2026-01-18,Meta Ads,110.73
ORD-11262,USR-1752,2026-02-08,Google Ads,74.41
ORD-11263,USR-1049,2026-04-23,Organic Search,62.37
ORD-11264,USR-2095,2026-05-26,Google Ads,79.97
ORD-11265,USR-2209,2026-01-17,Google Ads,111.06
ORD-11266,USR-2122,2026-05-30,Google Ads,81.89
ORD-11267,USR-1454,2026-02-20,Meta Ads,30.69
ORD-11268,USR-1232,2026-03-30,TikTok Ads,34.07
ORD-11269,USR-1897,2026-01-09,Meta Ads,104.58
ORD-11270,USR-1802,2026-02-20,Direct,69.31
ORD-11271,USR-1758,2026-04-30,Organic Search,44.97
ORD-11272,USR-1614,2026-05-27,Meta Ads,47.18
ORD-11273,USR-1120,2026-05-13,Direct,90.34
ORD-11274,USR-1028,2026-05-09,TikTok Ads,108.71
ORD-11275,USR-2316,2026-03-18,Google Ads,41.07
ORD-11276,USR-2429,2026-06-25,Meta Ads,91.92
ORD-11277,USR-1930,2026-02-27,Meta Ads,81.7
ORD-11278,USR-1553,2026-05-23,Google Ads,112.13
ORD-11279,USR-1063,2026-03-15,Meta Ads,46.44
ORD-11280,USR-1165,2026-06-01,Meta Ads,105.1
ORD-11281,USR-1505,2026-01-26,Direct,97.96
ORD-11282,USR-2460,2026-01-25,Meta Ads,80.37
ORD-11283,USR-1805,2026-03-31,Organic Search,95.82
ORD-11284,USR-2385,2026-03-06,Google Ads,29.63
ORD-11285,USR-2452,2026-02-13,Google Ads,85.6
ORD-11286,USR-1898,2026-05-03,Meta Ads,101.68
ORD-11287,USR-2181,2026-02-15,Organic Search,30.52
ORD-11288,USR-1610,2026-03-26,Direct,74.58
ORD-11289,USR-2197,2026-06-08,Google Ads,16.78
ORD-11290,USR-2400,2026-01-31,Google Ads,16.47
ORD-11291,USR-2025,2026-04-15,Meta Ads,84.92
ORD-11292,USR-1691,2026-01-21,Meta Ads,71.91
ORD-11293,USR-2340,2026-04-03,TikTok Ads,22.58
ORD-11294,USR-1927,2026-01-25,Google Ads,37.07
ORD-11295,USR-1736,2026-06-18,Meta Ads,71.34
ORD-11296,USR-1920,2026-01-05,Organic Search,23.8
ORD-11297,USR-1260,2026-02-04,Google Ads,76.42
ORD-11298,USR-1686,2026-04-13,Meta Ads,27.54
ORD-11299,USR-2438,2026-05-04,Direct,36.69
ORD-11300,USR-1199,2026-04-14,TikTok Ads,69.69
ORD-11301,USR-1331,2026-01-16,Meta Ads,46.17
ORD-11302,USR-1255,2026-02-08,Direct,24.53
ORD-11303,USR-1648,2026-04-22,Organic Search,25.7
ORD-11304,USR-1699,2026-05-08,TikTok Ads,52.39
ORD-11305,USR-1830,2026-01-15,Meta Ads,43.79
ORD-11306,USR-1977,2026-06-18,TikTok Ads,28.31
ORD-11307,USR-1452,2026-01-07,Google Ads,28.35
ORD-11308,USR-1473,2026-01-16,Google Ads,88.54
ORD-11309,USR-2102,2026-05-31,Organic Search,68.14
ORD-11310,USR-2302,2026-06-02,Meta Ads,68.92
ORD-11311,USR-1157,2026-05-22,Google Ads,104.06
ORD-11312,USR-1465,2026-04-13,Meta Ads,66.48
ORD-11313,USR-2096,2026-02-02,Organic Search,50.0
ORD-11314,USR-1325,2026-01-17,Organic Search,98.37
ORD-11315,USR-1920,2026-04-11,Google Ads,26.22
ORD-11316,USR-1858,2026-03-29,Direct,96.73
ORD-11317,USR-2030,2026-05-07,Meta Ads,48.93
ORD-11318,USR-1523,2026-01-16,Google Ads,46.34
ORD-11319,USR-1227,2026-01-21,Direct,44.2
ORD-11320,USR-2306,2026-02-01,Meta Ads,94.75
ORD-11321,USR-1436,2026-03-07,Meta Ads,17.22
ORD-11322,USR-1102,2026-01-03,Google Ads,50.57
ORD-11323,USR-1812,2026-01-01,Direct,92.91
ORD-11324,USR-1505,2026-01-26,Organic Search,106.81
ORD-11325,USR-2338,2026-02-15,Organic Search,110.12
ORD-11326,USR-1231,2026-04-16,Meta Ads,39.61
ORD-11327,USR-1501,2026-01-24,Direct,92.15
ORD-11328,USR-2060,2026-02-01,Meta Ads,88.75
ORD-11329,USR-2205,2026-03-05,Meta Ads,85.57
ORD-11330,USR-1866,2026-06-07,Meta Ads,55.26
ORD-11331,USR-1998,2026-01-11,Organic Search,68.52
ORD-11332,USR-1414,2026-03-28,Meta Ads,85.03
ORD-11333,USR-2387,2026-06-14,TikTok Ads,16.89
ORD-11334,USR-1213,2026-01-15,TikTok Ads,112.99
ORD-11335,USR-1882,2026-01-23,Organic Search,63.97
ORD-11336,USR-2162,2026-05-03,TikTok Ads,97.23
ORD-11337,USR-1904,2026-02-19,Meta Ads,114.35
ORD-11338,USR-1934,2026-04-18,Google Ads,21.61
ORD-11339,USR-1020,2026-06-05,TikTok Ads,93.29
ORD-11340,USR-2109,2026-01-15,Meta Ads,66.82
ORD-11341,USR-1817,2026-04-26,Meta Ads,91.64
ORD-11342,USR-1845,2026-03-10,Meta Ads,62.26
ORD-11343,USR-1100,2026-05-01,Direct,83.2
ORD-11344,USR-1242,2026-05-26,Meta Ads,44.33
ORD-11345,USR-1225,2026-03-22,Organic Search,107.98
ORD-11346,USR-2035,2026-03-08,Organic Search,35.76
ORD-11347,USR-1924,2026-01-02,TikTok Ads,37.06
ORD-11348,USR-1653,2026-05-15,Meta Ads,17.31
ORD-11349,USR-1370,2026-06-09,TikTok Ads,24.43
ORD-11350,USR-1228,2026-01-27,Meta Ads,25.6
ORD-11351,USR-2070,2026-04-12,TikTok Ads,15.23
ORD-11352,USR-1555,2026-01-24,Meta Ads,24.83
ORD-11353,USR-1379,2026-04-17,Meta Ads,15.13
ORD-11354,USR-1745,2026-06-11,Google Ads,24.49
ORD-11355,USR-1378,2026-04-03,Direct,50.41
ORD-11356,USR-1117,2026-01-24,TikTok Ads,27.95
ORD-11357,USR-1260,2026-05-12,Google Ads,26.01
ORD-11358,USR-2126,2026-04-08,Meta Ads,74.4
ORD-11359,USR-1737,2026-01-26,Meta Ads,52.97
ORD-11360,USR-2213,2026-06-17,Meta Ads,54.82
ORD-11361,USR-2387,2026-02-22,Meta Ads,55.98
ORD-11362,USR-2220,2026-01-07,Google Ads,73.18
ORD-11363,USR-2263,2026-04-21,Google Ads,52.19
ORD-11364,USR-1774,2026-04-14,Organic Search,84.91
ORD-11365,USR-1402,2026-04-20,Meta Ads,92.75
ORD-11366,USR-2064,2026-02-17,Google Ads,32.51
ORD-11367,USR-1792,2026-01-25,TikTok Ads,63.7
ORD-11368,USR-2097,2026-04-29,Meta Ads,57.03
